      [,1]    [,2]        [,3]
 [1,] 0.00 0.21758 0.200738236
 [2,] 0.01 0.23303 0.203059480
 [3,] 0.02 0.22055 0.201330901
 [4,] 0.03 0.24628 0.206207379
 [5,] 0.04 0.26692 0.209545754
 [6,] 0.05 0.26283 0.210240082
 [7,] 0.06 0.28669 0.215544899
 [8,] 0.07 0.28049 0.210653827
 [9,] 0.08 0.30799 0.216461811
[10,] 0.09 0.30580 0.216141336
[11,] 0.10 0.32511 0.214728424
[12,] 0.11 0.33677 0.215671466
[13,] 0.12 0.35331 0.214648125
[14,] 0.13 0.36006 0.216672895
[15,] 0.14 0.37448 0.212818753
[16,] 0.15 0.38873 0.206419709
[17,] 0.16 0.39433 0.211218760
[18,] 0.17 0.41524 0.207910002
[19,] 0.18 0.42617 0.199924488
[20,] 0.19 0.43559 0.199644459
[21,] 0.20 0.45239 0.189223131
[22,] 0.21 0.44977 0.194364154
[23,] 0.22 0.47368 0.182263759
[24,] 0.23 0.48412 0.175271634
[25,] 0.24 0.49270 0.173125048
[26,] 0.25 0.50498 0.170770496
[27,] 0.26 0.51422 0.162810008
[28,] 0.27 0.52255 0.153571422
[29,] 0.28 0.53865 0.153479097
[30,] 0.29 0.54492 0.146834444
[31,] 0.30 0.55355 0.152847178
[32,] 0.31 0.56643 0.132939189
[33,] 0.32 0.57353 0.136412784
[34,] 0.33 0.57829 0.133679640
[35,] 0.34 0.58820 0.119370052
[36,] 0.35 0.59817 0.123317307
[37,] 0.36 0.60470 0.121804542
[38,] 0.37 0.61586 0.110580688
[39,] 0.38 0.62590 0.099170685
[40,] 0.39 0.62287 0.112224139
[41,] 0.40 0.63141 0.115510409
[42,] 0.41 0.64279 0.102593574
[43,] 0.42 0.65430 0.090618551
[44,] 0.43 0.65873 0.091210781
[45,] 0.44 0.66402 0.092650006
[46,] 0.45 0.66961 0.091543039
[47,] 0.46 0.67887 0.082419756
[48,] 0.47 0.68761 0.081993358
[49,] 0.48 0.69343 0.078089904
[50,] 0.49 0.70113 0.078457496
[51,] 0.50 0.70934 0.073069169
[52,] 0.51 0.71475 0.068596231
[53,] 0.52 0.72052 0.071314903
[54,] 0.53 0.72655 0.064592334
[55,] 0.54 0.73378 0.067353159
[56,] 0.55 0.73449 0.067509239
[57,] 0.56 0.74430 0.059930808
[58,] 0.57 0.75092 0.066336673
[59,] 0.58 0.75761 0.057100336
[60,] 0.59 0.76505 0.057556148
[61,] 0.60 0.77129 0.055033304
[62,] 0.61 0.77685 0.053965635
[63,] 0.62 0.78238 0.054366270
[64,] 0.63 0.78634 0.051092219
[65,] 0.64 0.79482 0.050993803
[66,] 0.65 0.80362 0.047456799
[67,] 0.66 0.80725 0.045926536
[68,] 0.67 0.81379 0.044754205
[69,] 0.68 0.81760 0.042356039
[70,] 0.69 0.82600 0.041786914
[71,] 0.70 0.83188 0.040475967
[72,] 0.71 0.83496 0.039690978
[73,] 0.72 0.84255 0.040356240
[74,] 0.73 0.84689 0.038878522
[75,] 0.74 0.85478 0.034387994
[76,] 0.75 0.85979 0.034514448
[77,] 0.76 0.86636 0.033067262
[78,] 0.77 0.87194 0.030613291
[79,] 0.78 0.87736 0.031025683
[80,] 0.79 0.88154 0.027968028
[81,] 0.80 0.88942 0.027371752
[82,] 0.81 0.89374 0.026005551
[83,] 0.82 0.89888 0.024272098
[84,] 0.83 0.90394 0.023065307
[85,] 0.84 0.91096 0.021178454
[86,] 0.85 0.91673 0.019359284
[87,] 0.86 0.92254 0.018327146
[88,] 0.87 0.92760 0.017679156
[89,] 0.88 0.93352 0.016052018
[90,] 0.89 0.93877 0.015073630
[91,] 0.90 0.94503 0.013978358
[92,] 0.91 0.95037 0.011597310
[93,] 0.92 0.95612 0.011012124
[94,] 0.93 0.96083 0.009711097
[95,] 0.94 0.96713 0.008156570
[96,] 0.95 0.97208 0.007122101
