      [,1]    [,2]        [,3]
 [1,] 0.00 0.27139 0.228328057
 [2,] 0.01 0.28174 0.237660377
 [3,] 0.02 0.29287 0.240285247
 [4,] 0.03 0.30474 0.238087417
 [5,] 0.04 0.31552 0.239906408
 [6,] 0.05 0.31469 0.238834557
 [7,] 0.06 0.33608 0.243962192
 [8,] 0.07 0.37294 0.239096055
 [9,] 0.08 0.36058 0.246733340
[10,] 0.09 0.38068 0.236928413
[11,] 0.10 0.39071 0.246418583
[12,] 0.11 0.39387 0.241392198
[13,] 0.12 0.41841 0.235284787
[14,] 0.13 0.43345 0.231493816
[15,] 0.14 0.44324 0.228141076
[16,] 0.15 0.44609 0.225885449
[17,] 0.16 0.46050 0.222908587
[18,] 0.17 0.47684 0.216571276
[19,] 0.18 0.48754 0.214205585
[20,] 0.19 0.50958 0.199966022
[21,] 0.20 0.51987 0.198926255
[22,] 0.21 0.52156 0.199597609
[23,] 0.22 0.55160 0.177739223
[24,] 0.23 0.54975 0.180988382
[25,] 0.24 0.56001 0.180676905
[26,] 0.25 0.56181 0.176099503
[27,] 0.26 0.57166 0.170809310
[28,] 0.27 0.58465 0.168226567
[29,] 0.28 0.59066 0.153678826
[30,] 0.29 0.60656 0.140745073
[31,] 0.30 0.61421 0.139991334
[32,] 0.31 0.62153 0.128945671
[33,] 0.32 0.62932 0.133728909
[34,] 0.33 0.64187 0.115677934
[35,] 0.34 0.64073 0.121190983
[36,] 0.35 0.65431 0.113391276
[37,] 0.36 0.66260 0.100657697
[38,] 0.37 0.66322 0.103021576
[39,] 0.38 0.67640 0.101308951
[40,] 0.39 0.68198 0.090306339
[41,] 0.40 0.68854 0.087333244
[42,] 0.41 0.69240 0.091325683
[43,] 0.42 0.69923 0.079892991
[44,] 0.43 0.70574 0.082892240
[45,] 0.44 0.71721 0.069566914
[46,] 0.45 0.71591 0.083579647
[47,] 0.46 0.72455 0.068842842
[48,] 0.47 0.73231 0.068264368
[49,] 0.48 0.73606 0.065265120
[50,] 0.49 0.73976 0.065789594
[51,] 0.50 0.74896 0.059919185
[52,] 0.51 0.74931 0.059263277
[53,] 0.52 0.75658 0.058281217
[54,] 0.53 0.76205 0.062260532
[55,] 0.54 0.76844 0.054555868
[56,] 0.55 0.77390 0.052307993
[57,] 0.56 0.78142 0.051749992
[58,] 0.57 0.78344 0.052952529
[59,] 0.58 0.78580 0.049272587
[60,] 0.59 0.79476 0.046939810
[61,] 0.60 0.79915 0.047155075
[62,] 0.61 0.80540 0.045691659
[63,] 0.62 0.81103 0.045173884
[64,] 0.63 0.81656 0.041522169
[65,] 0.64 0.82108 0.042263694
[66,] 0.65 0.82429 0.043287061
[67,] 0.66 0.82987 0.040685851
[68,] 0.67 0.83597 0.037601502
[69,] 0.68 0.84194 0.036652146
[70,] 0.69 0.84794 0.035780395
[71,] 0.70 0.85033 0.035316262
[72,] 0.71 0.85552 0.032397209
[73,] 0.72 0.86149 0.031427179
[74,] 0.73 0.86525 0.031738696
[75,] 0.74 0.87240 0.028939203
[76,] 0.75 0.87784 0.029078858
[77,] 0.76 0.88243 0.027741029
[78,] 0.77 0.88755 0.027350421
[79,] 0.78 0.89231 0.025760969
[80,] 0.79 0.89839 0.023682668
[81,] 0.80 0.90211 0.022475610
[82,] 0.81 0.90595 0.021674115
[83,] 0.82 0.91247 0.020169430
[84,] 0.83 0.91664 0.019618749
[85,] 0.84 0.92191 0.018275281
[86,] 0.85 0.92670 0.017228082
[87,] 0.86 0.93237 0.015821929
[88,] 0.87 0.93683 0.015082393
[89,] 0.88 0.94110 0.014113440
[90,] 0.89 0.94653 0.012239645
[91,] 0.90 0.95137 0.011320391
[92,] 0.91 0.95624 0.010313524
[93,] 0.92 0.96132 0.009172881
[94,] 0.93 0.96595 0.008207610
[95,] 0.94 0.97039 0.007293908
[96,] 0.95 0.97565 0.005984423
